prioridad,nombre_informante,domicilio,colonia,localidad,riesgo_predicho,probabilidad_alto,motivo_prioridad,score_total,requiere_atencion_prioritaria
2341,Adriana Aguilar Morales,"5a Avenida Sur #225, Col. Penipak",Penipak,Tuxtla Gutiérrez,BAJO,0.0,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),2,True
2342,José Vázquez Sánchez,"Calle Libertad #30, Col. Guadalupe",Guadalupe,Suchiapa,BAJO,0.0,menor de 5 años sin vacunas registradas,2,True
2343,Alberto Ozuna Ruiz,"1ra Calle Norte #277, Col. Pacú",Pacú,Suchiapa,BAJO,0.0,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),2,True
2344,Claudia Guadalupe Ramírez Aguilar,"Calle Juárez #226, Col. El Calvario",El Calvario,Suchiapa,BAJO,0.0,menor de 5 años sin vacunas registradas,2,True
2345,Patricia Coutiño Jiménez,"Avenida 20 de Noviembre #26, Col. Pacú",Pacú,Suchiapa,BAJO,0.0,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),2,True
2346,Jesús Grajales Ruiz,"Calle 5 de Mayo #248, Col. San Roque",San Roque,Suchiapa,BAJO,0.0,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),0,True
2347,Antonio Ruiz Hernández,"2da Calle Norte #81, Col. Linda Vista",Linda Vista,Suchiapa,BAJO,0.0,integrante embarazada,1,True
2348,Teresa Guadalupe Hernández Nucamendi,"Calle del Río #246, Col. San Roque",San Roque,Suchiapa,BAJO,0.0,menor de 1 año en el hogar,1,True
2349,Manuel Ovando Ovando,"2da Calle Norte #226, Col. Pacú",Pacú,Suchiapa,BAJO,0.0,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),2,True
2350,Verónica Aguilar Moreno,"Calle Morelos #224, Col. Pacú",Pacú,Suchiapa,BAJO,0.0,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),1,True
2351,Carlos Nucamendi Castellanos,"Libramiento Norte #8, Col. Penipak",Penipak,Tuxtla Gutiérrez,BAJO,0.0,menor de 5 años sin vacunas registradas,1,True
2352,Alejandra Jiménez Domínguez,"3ra Calle Norte #86, Col. Centro",Centro,Suchiapa,BAJO,0.0,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),1,True
2353,Beatriz Morales Cruz,"Calle Allende #95, Col. San José",San José,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),10,False
2354,Rafael Grajales Domínguez,"Avenida de la Juventud #14, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2355,Adriana Lucía Domínguez Morales,"2da Calle Norte #202, Col. San Antonio",San Antonio,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),10,False
2356,Teresa Jiménez Castellanos,"Avenida 20 de Noviembre #77, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2357,Javier Ovando García,"1ra Calle Norte #251, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),10,False
2358,Verónica María Morales García,"Calle del Río #262, Col. Pacú",Pacú,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2359,Ramón Luis Méndez Coutiño,"1ra Calle Norte #134, Col. Centro",Centro,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),10,False
2360,Eduardo Zenteno Velázquez,"Libramiento Norte #238, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2361,Adriana Silvia Gutiérrez Hernández,"Calle 5 de Mayo #90, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2362,Patricia Domínguez Morales,"Calle Central Oriente #90, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2363,Antonio Jesús Flores Cruz,"Calle del Río #138, Col. Pacú",Pacú,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2364,María Sánchez García,"Calle 1 Norte #142, Col. Penipak",Penipak,Tuxtla Gutiérrez,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2365,Francisco Miguel Coutiño Gutiérrez,"Avenida 20 de Noviembre #47, Col. San Antonio",San Antonio,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2366,Ramón Rafael García Martínez,"Calle 5 de Mayo #58, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),10,False
2367,Roberto Ramón Espinosa Penagos,"Calle Morelos #264, Col. San José",San José,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),10,False
2368,Verónica Martha Vázquez Ramírez,"Avenida 20 de Noviembre #151, Col. Pacú",Pacú,Suchiapa,ALTO,1.0,riesgo familiar ALTO (modelo),11,False
2369,Leticia Sánchez Grajales,"Calle 1 Norte #73, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2370,Elena González Zenteno,"3ra Calle Norte #14, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2371,Marco Domínguez Flores,"2da Calle Norte #11, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2372,Beatriz Jiménez Pérez,"3ra Calle Norte #46, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2373,Rosa María Flores Chanona,"Avenida 20 de Noviembre #132, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2374,Sergio Ovando Gómez,"Calle Matamoros #39, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2375,Juan Coutiño Pérez,"Calle Libertad #7, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2376,Claudia Martínez Ruiz,"Calle 2 Sur #131, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2377,Claudia Vázquez Torres,"Calle Morelos #242, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2378,Sofía Domínguez Zenteno,"Calle Matamoros #187, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2379,Manuel Morales Flores,"2da Calle Norte #280, Col. San Roque",San Roque,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2380,Guadalupe Sofía López Pérez,"Avenida Emiliano Zapata #107, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2381,Juan Espinosa Flores,"3ra Calle Norte #72, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2382,Luis Cruz Ovando,"Calle Libertad #148, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),9,False
2383,Lucía Ramírez Ramírez,"Avenida de la Juventud #31, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2384,Alberto Zenteno Martínez,"Calle 5 de Mayo #21, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2385,Javier Sánchez Torres,"2da Calle Norte #83, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2386,Pedro Espinosa Martínez,"Calle Juárez #118, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),9,False
2387,Elena Hernández Chanona,"Calle Allende #137, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2388,Sergio Penagos García,"Calle 5 de Mayo #113, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2389,José Carlos Hernández García,"1ra Calle Norte #166, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2390,Carmen Ramírez Castellanos,"2da Calle Norte #78, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo),10,False
2391,Antonio Cruz Hernández,"Calle del Río #259, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo),9,False
2392,Alberto García Ovando,"Calle del Río #135, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo),10,False
2393,Martha Moreno Pérez,"Calle Hidalgo #39, Col. Pacú",Pacú,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo),10,False
2394,Juana Silvia González Aguilar,"Avenida Emiliano Zapata #79, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo),10,False
2395,Silvia Juana Castellanos Martínez,"Avenida Central #47, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9998,riesgo familiar ALTO (modelo),10,False
2396,Javier Alberto Sánchez Ruiz,"2da Calle Norte #144, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo),10,False
2397,Enrique Coutiño Zenteno,"Avenida 20 de Noviembre #195, Col. San José",San José,Suchiapa,ALTO,0.9997,riesgo familiar ALTO (modelo),10,False
2398,Manuel Miguel Torres Moreno,"Calle Matamoros #73, Col. Centro",Centro,Suchiapa,ALTO,0.9997,riesgo familiar ALTO (modelo),9,False
2399,Juana Teresa Coutiño Ruiz,"Boulevard Ángel Albino Corzo #93, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9997,riesgo familiar ALTO (modelo),10,False
2400,Leticia Domínguez Grajales,"5a Avenida Sur #190, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,ALTO,0.9997,riesgo familiar ALTO (modelo),9,False
2401,Gabriela Margarita Hernández Domínguez,"Calle Matamoros #204, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9997,riesgo familiar ALTO (modelo),9,False
2402,Javier Ramón Moreno Martínez,"Calle Morelos #76, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9997,riesgo familiar ALTO (modelo),10,False
2403,Eduardo Méndez Martínez,"Calle Libertad #22, Col. Centro",Centro,Suchiapa,ALTO,0.9997,riesgo familiar ALTO (modelo),10,False
2404,Ramón Sergio Espinosa Moreno,"2da Calle Norte #157, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9996,riesgo familiar ALTO (modelo),9,False
2405,Rafael Alberto Jiménez Penagos,"Calle 5 de Mayo #111, Col. Pacú",Pacú,Suchiapa,ALTO,0.9996,riesgo familiar ALTO (modelo),10,False
2406,Juan Coutiño Chanona,"Calle 5 de Mayo #111, Col. Centro",Centro,Suchiapa,ALTO,0.9996,riesgo familiar ALTO (modelo),9,False
2407,Marco González López,"Calle 5 de Mayo #86, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9996,riesgo familiar ALTO (modelo),9,False
2408,Francisco Morales Méndez,"Avenida de la Juventud #130, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9996,riesgo familiar ALTO (modelo),9,False
2409,Silvia Grajales Sánchez,"Libramiento Norte #171, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,ALTO,0.9996,riesgo familiar ALTO (modelo),10,False
2410,Beatriz Ruiz Zenteno,"1ra Calle Norte #90, Col. San Roque",San Roque,Suchiapa,ALTO,0.9996,riesgo familiar ALTO (modelo),9,False
2411,Guadalupe Velázquez Espinosa,"5a Avenida Sur #201, Col. La Lomita",La Lomita,Tuxtla Gutiérrez,ALTO,0.9996,riesgo familiar ALTO (modelo),9,False
2412,Manuel Nucamendi Jiménez,"Calle Juárez #7, Col. Centro",Centro,Suchiapa,ALTO,0.9995,riesgo familiar ALTO (modelo),9,False
2413,Miguel Pedro López Nucamendi,"Calle Allende #34, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9995,riesgo familiar ALTO (modelo),9,False
2414,Antonio Nucamendi López,"Calle 2 Sur #163, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9995,riesgo familiar ALTO (modelo),9,False
2415,Lucía Ozuna Vázquez,"Avenida Emiliano Zapata #114, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9995,riesgo familiar ALTO (modelo),10,False
2416,Sergio Martínez Chanona,"Calle del Río #246, Col. San José",San José,Suchiapa,ALTO,0.9995,riesgo familiar ALTO (modelo),9,False
2417,Alberto Méndez Méndez,"Calle Allende #280, Col. San Roque",San Roque,Suchiapa,ALTO,0.9995,riesgo familiar ALTO (modelo),9,False
2418,Patricia Martínez Méndez,"Calle Juárez #57, Col. Centro",Centro,Suchiapa,ALTO,0.9994,riesgo familiar ALTO (modelo),9,False
2419,Juan Cruz Zenteno,"Calle 2 Sur #206, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9994,riesgo familiar ALTO (modelo),9,False
2420,Manuel Manuel Ozuna Jiménez,"Calle Allende #106, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9994,riesgo familiar ALTO (modelo),10,False
2421,Sergio Chanona García,"Avenida 20 de Noviembre #220, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9994,riesgo familiar ALTO (modelo),9,False
2422,Enrique Martínez Jiménez,"1ra Calle Norte #13, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),9,False
2423,Silvia González Méndez,"Calle Allende #211, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),9,False
2424,Adriana Martha Torres Flores,"Calle del Río #63, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),10,False
2425,Sofía Gabriela Ozuna Moreno,"3ra Calle Norte #223, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),9,False
2426,Gabriela Hernández Morales,"Calle Hidalgo #13, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),9,False
2427,Roberto Vázquez Penagos,"Calle 5 de Mayo #79, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),10,False
2428,Silvia García González,"1ra Calle Norte #207, Col. Pacú",Pacú,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),10,False
2429,Claudia Ozuna Nucamendi,"Avenida 20 de Noviembre #68, Col. Pacú",Pacú,Suchiapa,ALTO,0.9993,riesgo familiar ALTO (modelo),9,False
2430,Juana Ramírez Ozuna,"3ra Calle Norte #197, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9992,riesgo familiar ALTO (modelo),10,False
2431,Jesús Ozuna Nucamendi,"Calle Juárez #46, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9992,riesgo familiar ALTO (modelo),10,False
2432,Gabriela Ozuna Zenteno,"Calzada de las Etnias #241, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9992,riesgo familiar ALTO (modelo),9,False
2433,Verónica Jiménez Méndez,"Libramiento Norte #203, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9991,riesgo familiar ALTO (modelo),9,False
2434,Javier Velázquez Morales,"Calle 1 Norte #55, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9991,riesgo familiar ALTO (modelo),9,False
2435,Jesús Martínez Castellanos,"2da Calle Norte #246, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.999,riesgo familiar ALTO (modelo),9,False
2436,Guadalupe López Espinosa,"Calle Libertad #255, Col. Pacú",Pacú,Suchiapa,ALTO,0.999,riesgo familiar ALTO (modelo),9,False
2437,Verónica Guadalupe Aguilar Sánchez,"Avenida Emiliano Zapata #218, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.999,riesgo familiar ALTO (modelo),9,False
2438,Ramón Rafael Castellanos Gutiérrez,"Calle Matamoros #179, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.999,riesgo familiar ALTO (modelo),10,False
2439,Miguel Chanona Morales,"Calle Libertad #43, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9989,riesgo familiar ALTO (modelo),9,False
2440,Carmen Morales Hernández,"Calle 5 de Mayo #232, Col. San Roque",San Roque,Suchiapa,ALTO,0.9989,riesgo familiar ALTO (modelo),9,False
2441,Roberto Cruz García,"Avenida Emiliano Zapata #107, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9989,riesgo familiar ALTO (modelo),9,False
2442,Verónica Torres Cruz,"Calle Matamoros #36, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9989,riesgo familiar ALTO (modelo),9,False
2443,Lucía Moreno Castellanos,"Calle Allende #152, Col. San Roque",San Roque,Suchiapa,ALTO,0.9989,riesgo familiar ALTO (modelo),9,False
2444,Eduardo Aguilar Sánchez,"Calle Real #115, Col. Pacú",Pacú,Suchiapa,ALTO,0.9989,riesgo familiar ALTO (modelo),9,False
2445,Antonio Domínguez Hernández,"Calle Morelos #67, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9988,riesgo familiar ALTO (modelo),8,False
2446,Beatriz Cruz Coutiño,"Calle Hidalgo #34, Col. Pacú",Pacú,Suchiapa,ALTO,0.9988,riesgo familiar ALTO (modelo),9,False
2447,Antonio Francisco Ramírez Moreno,"Avenida 20 de Noviembre #176, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9988,riesgo familiar ALTO (modelo),9,False
2448,Sergio Luis Pérez Torres,"Calle del Río #191, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9988,riesgo familiar ALTO (modelo),9,False
2449,Martha Grajales Espinosa,"Calle Libertad #187, Col. Centro",Centro,Suchiapa,ALTO,0.9988,riesgo familiar ALTO (modelo),9,False
2450,Enrique García García,"Calle Morelos #270, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9987,riesgo familiar ALTO (modelo),9,False
2451,Manuel Chanona Aguilar,"1ra Calle Norte #61, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9986,riesgo familiar ALTO (modelo),9,False
2452,Rafael Torres López,"Calle Morelos #20, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9986,riesgo familiar ALTO (modelo),9,False
2453,Carlos Cruz Hernández,"Avenida 20 de Noviembre #185, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9986,riesgo familiar ALTO (modelo),9,False
2454,Juan Enrique Grajales Aguilar,"Calle Juárez #208, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9985,riesgo familiar ALTO (modelo),9,False
2455,Luis Sánchez Domínguez,"Calle Real #143, Col. Centro",Centro,Suchiapa,ALTO,0.9985,riesgo familiar ALTO (modelo),9,False
2456,Francisco Luis Méndez Ramírez,"3ra Calle Norte #113, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9985,riesgo familiar ALTO (modelo),9,False
2457,Patricia Hernández González,"Avenida 20 de Noviembre #84, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9985,riesgo familiar ALTO (modelo),9,False
2458,Carlos Gutiérrez Coutiño,"Calle Allende #255, Col. San Roque",San Roque,Suchiapa,ALTO,0.9984,riesgo familiar ALTO (modelo),9,False
2459,Antonio Antonio Ramírez Gutiérrez,"Calle Libertad #110, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9984,riesgo familiar ALTO (modelo),9,False
2460,Enrique Jiménez López,"Avenida Emiliano Zapata #233, Col. San José",San José,Suchiapa,ALTO,0.9984,riesgo familiar ALTO (modelo),9,False
2461,Javier Jiménez Ozuna,"Avenida 20 de Noviembre #44, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9983,riesgo familiar ALTO (modelo),9,False
2462,Enrique Cruz Cruz,"Calle Juárez #134, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9983,riesgo familiar ALTO (modelo),9,False
2463,Óscar Espinosa Martínez,"Calle Allende #276, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9982,riesgo familiar ALTO (modelo),9,False
2464,Francisco Zenteno Morales,"1ra Calle Norte #217, Col. San José",San José,Suchiapa,ALTO,0.9982,riesgo familiar ALTO (modelo),9,False
2465,María Castellanos Morales,"3ra Calle Norte #140, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9981,riesgo familiar ALTO (modelo),8,False
2466,Sergio Ramón García Aguilar,"Avenida Emiliano Zapata #252, Col. San Roque",San Roque,Suchiapa,ALTO,0.9981,riesgo familiar ALTO (modelo),10,False
2467,Rafael Jesús López Cruz,"Calle Real #238, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.998,riesgo familiar ALTO (modelo),9,False
2468,Antonio Eduardo Chanona Moreno,"3ra Calle Norte #27, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9978,riesgo familiar ALTO (modelo),9,False
2469,Juan Coutiño Méndez,"1ra Calle Norte #19, Col. San José",San José,Suchiapa,ALTO,0.9978,riesgo familiar ALTO (modelo),9,False
2470,Rafael Eduardo Domínguez Zenteno,"Boulevard Ángel Albino Corzo #28, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9978,riesgo familiar ALTO (modelo),8,False
2471,Francisco Martínez Grajales,"Calle Libertad #14, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9977,riesgo familiar ALTO (modelo),9,False
2472,Guadalupe Gómez Sánchez,"1ra Calle Norte #232, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9976,riesgo familiar ALTO (modelo),9,False
2473,Juana Zenteno García,"Calle Central Oriente #230, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9976,riesgo familiar ALTO (modelo),9,False
2474,José Grajales Castellanos,"Calle Matamoros #135, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9975,riesgo familiar ALTO (modelo),9,False
2475,Rafael Sergio Coutiño Cruz,"Calle Central Oriente #118, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9975,riesgo familiar ALTO (modelo),9,False
2476,Enrique Marco Jiménez Nucamendi,"2da Calle Norte #151, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9974,riesgo familiar ALTO (modelo),9,False
2477,Ramón Castellanos Ozuna,"2da Calle Norte #179, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9974,riesgo familiar ALTO (modelo),9,False
2478,Margarita Chanona Domínguez,"1ra Calle Norte #274, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9973,riesgo familiar ALTO (modelo),9,False
2479,Rafael Jiménez Martínez,"Calle Juárez #56, Col. Centro",Centro,Suchiapa,ALTO,0.9973,riesgo familiar ALTO (modelo),9,False
2480,Patricia Verónica Gutiérrez Vázquez,"Calle Libertad #77, Col. San Roque",San Roque,Suchiapa,ALTO,0.9972,riesgo familiar ALTO (modelo),8,False
2481,Miguel Morales Espinosa,"Calle Allende #75, Col. San Roque",San Roque,Suchiapa,ALTO,0.9971,riesgo familiar ALTO (modelo),9,False
2482,Guadalupe García Aguilar,"Calle del Río #177, Col. San José",San José,Suchiapa,ALTO,0.9971,riesgo familiar ALTO (modelo),9,False
2483,Alberto Eduardo Coutiño Castellanos,"Calle Juárez #259, Col. San José",San José,Suchiapa,ALTO,0.997,riesgo familiar ALTO (modelo),9,False
2484,Carmen Verónica López Zenteno,"Calle Morelos #267, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.997,riesgo familiar ALTO (modelo),8,False
2485,Jesús Miguel Gómez Méndez,"Calle Libertad #194, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9969,riesgo familiar ALTO (modelo),8,False
2486,José Moreno López,"Calle Morelos #55, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9968,riesgo familiar ALTO (modelo),8,False
2487,Marco Sánchez Grajales,"1ra Calle Norte #103, Col. San Roque",San Roque,Suchiapa,ALTO,0.9967,riesgo familiar ALTO (modelo),9,False
2488,María Domínguez Morales,"Calle Allende #22, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9966,riesgo familiar ALTO (modelo),9,False
2489,Teresa Rosa Ozuna Nucamendi,"Calle del Río #88, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9966,riesgo familiar ALTO (modelo),8,False
2490,Beatriz Carmen Gutiérrez González,"Calle del Río #13, Col. San José",San José,Suchiapa,ALTO,0.9965,riesgo familiar ALTO (modelo),8,False
2491,Rosa Jiménez Jiménez,"Calle Real #258, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9964,riesgo familiar ALTO (modelo),9,False
2492,Javier Martínez Cruz,"Calle Morelos #190, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9964,riesgo familiar ALTO (modelo),8,False
2493,Margarita Gómez Velázquez,"Avenida 20 de Noviembre #249, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9963,riesgo familiar ALTO (modelo),9,False
2494,Javier Torres Jiménez,"Calle Libertad #118, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9963,riesgo familiar ALTO (modelo),8,False
2495,Francisco Miguel Ruiz Morales,"Calle Central Oriente #191, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9963,riesgo familiar ALTO (modelo),8,False
2496,Carmen Carmen Pérez Méndez,"1ra Calle Norte #51, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9962,riesgo familiar ALTO (modelo),8,False
2497,Pedro Espinosa Moreno,"Calle 5 de Mayo #126, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9961,riesgo familiar ALTO (modelo),9,False
2498,Juan Ruiz Morales,"3ra Calle Norte #140, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9961,riesgo familiar ALTO (modelo),9,False
2499,Eduardo Coutiño Cruz,"Calle Real #258, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9958,riesgo familiar ALTO (modelo),9,False
2500,Jesús González Ozuna,"Avenida 20 de Noviembre #144, Col. San José",San José,Suchiapa,ALTO,0.9956,riesgo familiar ALTO (modelo),8,False
2501,Guadalupe Méndez Vázquez,"Avenida de la Juventud #267, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.9955,riesgo familiar ALTO (modelo),9,False
2502,Elena Gómez Méndez,"Calle Morelos #160, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9954,riesgo familiar ALTO (modelo),9,False
2503,Marco Martínez Flores,"Avenida 20 de Noviembre #213, Col. San José",San José,Suchiapa,ALTO,0.995,riesgo familiar ALTO (modelo),9,False
2504,María Castellanos Castellanos,"Calle Real #78, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9948,riesgo familiar ALTO (modelo),9,False
2505,Luis Nucamendi Domínguez,"Avenida Emiliano Zapata #175, Col. San Roque",San Roque,Suchiapa,ALTO,0.9948,riesgo familiar ALTO (modelo),8,False
2506,Javier Ozuna Cruz,"Avenida Emiliano Zapata #37, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9948,riesgo familiar ALTO (modelo),8,False
2507,Marco Rafael Vázquez Ruiz,"Calle Juárez #115, Col. Centro",Centro,Suchiapa,ALTO,0.9947,riesgo familiar ALTO (modelo),9,False
